1 18714 1294 1 1 0 1 1 1 0 0 1 0 1 1 0 1 1 1 1 0 1 1 0 1 0.020052747
2 18216 550 1 1 0 0 1 0 0 0 1 1 1 1 0 0 0 1 0 1 0 0 0 0 0.024265863
3 25069 1778 1 1 1 0 0 0 1 1 0 1 1 1 1 0 1 1 0 1 1 1 1 0 0.016060435
4 28721 2019 1 0 0 0 1 1 1 1 0 1 1 0 1 1 0 1 1 1 1 0 1 1 0.004764528
5 26578 1928 1 1 0 1 1 1 1 1 0 1 1 1 1 1 1 1 0 1 1 1 0 0 0.001603819
6 27268 2428 1 1 0 1 1 1 1 1 1 0 1 1 1 1 1 1 0 1 1 1 1 1 0.001651569
7 14610 436 0 0 1 1 0 0 0 0 0 1 1 0 0 0 0 0 0 0 1 1 1 0 0.008950084
8 21615 1072 1 1 1 0 1 1 1 1 0 1 1 1 0 1 1 0 0 1 0 0 1 0 0.013247303
9 26749 1823 1 0 1 1 1 0 1 1 1 1 1 1 1 0 1 0 1 1 1 1 1 0 0.005621349
10 17445 683 1 1 0 0 1 0 0 0 0 1 1 1 0 0 1 0 0 0 1 1 1 1 0.017732461
11 29721 1904 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0.000171784
12 21787 1321 0 1 1 1 0 1 0 0 1 0 1 1 1 1 1 0 1 0 0 0 1 1 0.087635543
13 31767 1777 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 0 1 1 1 1 1 0.000861266
14 29608 2337 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 0 1 1 0 1 0.000539438
15 21241 1578 1 0 0 1 1 1 1 0 1 1 0 1 1 1 1 1 1 0 1 1 1 1 0.003529676
16 14981 799 0 0 1 1 1 0 0 1 1 0 1 0 1 0 0 1 0 0 0 0 1 0 0.022848031
17 25923 1883 1 1 1 0 0 1 1 1 1 1 1 1 0 1 1 1 1 0 1 1 1 1 0.00221372
18 25078 1366 1 1 0 0 1 1 1 1 0 0 0 1 0 1 1 1 1 1 1 1 1 1 0.006154117
19 28140 2525 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 0.000468006
20 1936 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0.000212142
21 22879 1058 0 0 1 1 0 1 0 1 1 1 1 0 1 1 1 1 1 0 0 1 0 0 0.023941166
22 10567 307 0 1 0 0 0 0 1 1 0 0 0 1 0 0 0 0 0 0 1 0 1 1 0.002099818
23 28931 2389 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 0 0.000385097
24 23023 1046 1 0 1 1 1 1 1 1 0 0 1 0 1 1 0 0 0 1 0 1 1 0 0.010689056
25 26441 1804 1 1 1 0 0 1 1 1 1 1 1 1 1 0 0 1 1 1 0 1 0 1 0.004886702
26 32125 2408 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0.000498726
27 25301 2211 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0.000252876
28 25892 2611 1 0 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 0 1 0.000633398
29 1393 14 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0.00022447
30 22400 2060 1 1 1 1 1 1 1 0 1 1 1 1 1 1 0 0 1 0 0 0 1 1 0.002031908
31 13057 993 1 0 1 1 0 0 0 0 0 0 0 1 0 1 0 1 1 0 1 1 0 0 0.092000038
32 15844 1624 1 0 0 1 0 1 1 1 0 1 1 1 1 0 1 1 1 1 0 1 0 0 0.011031931
33 14168 573 1 0 0 1 1 0 1 0 0 0 1 0 0 1 1 0 0 0 1 1 1 0 0.023693556
34 18157 1275 0 1 1 0 0 1 0 1 1 1 1 1 0 0 0 0 1 1 0 0 1 0 0.0619218
35 28982 1331 1 1 1 0 1 1 0 1 1 1 1 0 1 1 1 1 0 1 1 1 1 0 0.007709612
36 22748 1929 1 1 1 1 1 1 0 1 1 0 1 0 1 1 1 1 1 1 1 0 1 1 0.002534017
37 23719 2385 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0.000424093
38 27843 2460 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 0.000353142
39 23422 2106 1 1 1 1 1 1 1 1 0 1 1 1 1 0 1 1 0 0 1 1 1 1 0.002767129
40 20599 1739 1 1 1 1 1 1 0 0 1 0 0 1 0 1 1 1 1 1 1 0 0 1 0.008227434
41 20735 834 1 1 1 0 1 0 0 1 0 0 1 1 0 0 1 1 0 1 1 0 0 0 0.030412547
42 5144 234 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 1 0.001012648
43 7300 291 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 1 0 0 0 0 0.00117055
