1 1129 43 0 1 0 0 9.0196e-05
2 2966 104 0 1 1 0 0.00017884
3 0 0 0 0 0 0 0.000123247
4 70 23 1 0 0 0 9.243e-05
5 2758 223 0 1 0 1 0.000200246
6 1641 8 0 1 0 0 6.0674e-05
7 4607 304 1 1 0 1 0.000140141
8 4422 57 0 1 1 0 0.000174842
9 3451 353 1 0 1 1 9.3209e-05
10 744 86 1 0 0 0 9.902e-05
11 4774 331 1 1 1 0 0.000214555
12 1538 35 1 1 0 0 5.7882e-05
13 5798 338 1 1 0 1 0.00012117
14 3972 227 1 0 1 1 0.000145758
15 4117 291 1 1 0 0 7.2305e-05
16 2698 167 1 1 0 0 0.000160716
17 0 0 0 0 0 0 0.00016732
18 2453 81 1 0 0 0 0.000157708
19 3999 189 0 1 0 1 7.5188e-05
20 4919 432 1 1 1 0 0.000222088
21 2098 17 1 0 0 0 0.00015791
22 1382 103 0 0 0 1 0.000247958
23 4485 147 1 1 1 0 0.000107604
24 3611 224 0 1 1 1 0.000169412
25 3102 562 1 1 0 1 0.000102845
26 2551 48 0 1 0 1 0.000196158
27 3076 137 1 1 0 0 0.000152004
28 1649 14 0 0 0 1 0.000102625
29 2937 173 1 0 0 1 0.000126394
30 5798 482 1 1 0 1 0.000182444
31 4506 231 1 0 1 1 0.000106924
32 5893 305 1 0 1 1 0.000104633
33 2277 47 0 1 0 0 6.8815e-05
34 2689 112 1 0 0 1 9.2628e-05
35 2356 62 1 0 0 0 0.000100888
36 1209 45 1 0 1 0 0.000123519
37 0 0 0 0 0 0 0.00010295
38 3414 43 1 1 0 0 0.000161035
39 4899 197 0 1 1 1 6.2202e-05
40 2310 144 1 0 1 0 0.00013841
41 2024 13 1 0 0 0 0.000100778
42 2625 165 0 1 0 1 0.00020524
43 3331 136 1 1 0 0 0.000120295
44 3271 223 0 1 1 1 0.000128853
45 4966 298 1 1 1 0 0.000117629
46 1792 52 1 1 0 0 0.000159628
47 4753 192 0 0 1 1 8.46e-05
48 3966 13 0 1 1 0 0.000161582
49 0 0 0 0 0 0 0.000219873
50 2717 44 1 0 0 1 0.00017134
51 0 0 0 0 0 0 0.000198914
52 3895 212 1 1 0 1 0.000195082
53 4212 110 0 0 1 1 0.000104143
54 523 65 1 0 0 0 0.000180719
55 4588 355 1 0 1 1 0.000157841
56 2986 269 1 0 1 0 0.000234686
57 3438 271 0 1 1 0 0.000203126
58 2090 70 0 0 1 0 0.000138732
59 4343 298 1 0 0 1 0.000122458
60 4469 202 0 0 1 1 0.000202154
61 0 0 0 0 0 0 0.000113169
62 2537 226 1 0 0 1 9.789e-05
63 1235 43 1 0 0 0 0.000180461
64 4289 297 1 1 1 0 0.000168688
65 6226 280 1 1 0 1 7.777e-05
66 4371 56 1 1 0 0 0.000118636
67 3162 358 1 0 0 1 0.000143116
68 4275 447 1 0 1 1 0.000218008
69 0 0 0 0 0 0 0.000168237
70 5282 388 1 1 0 1 9.8691e-05
71 2301 173 1 0 0 1 0.000109927
72 2861 343 1 0 1 1 0.000168051
73 2542 212 1 0 1 0 0.000126078
74 0 0 0 0 0 0 0.000120587
75 2904 214 0 1 1 1 0.000115407
76 3721 192 0 0 1 1 9.5997e-05
77 5098 233 1 1 1 0 0.000105311
78 3681 393 1 1 0 1 0.00021509
79 5150 167 1 0 1 1 0.000131708
80 1548 23 0 0 1 0 8.928e-05
81 3244 262 1 1 0 0 0.000450457
82 5633 420 1 0 1 1 0.000184272
83 0 0 0 0 0 0 7.8259e-05
84 1872 33 0 1 0 0 8.5411e-05
85 6606 294 1 1 1 0 9.1683e-05
86 2533 102 0 1 0 1 0.000408796
87 2283 132 0 0 0 1 0.000173771
88 161 58 1 0 0 0 7.6015e-05
89 927 167 0 1 0 0 0.000107561
90 4527 139 1 1 0 1 0.000280937
91 3363 341 1 1 0 1 0.000191198
92 3770 338 0 1 1 1 0.000127301
93 1160 31 0 0 0 1 0.000160261
94 1910 177 1 0 0 1 0.000163566
95 5212 716 1 0 1 1 0.000134147
96 2751 420 1 1 0 1 0.000118182
97 3901 83 1 1 0 0 0.000100172
