1 5370 262 0 1 0 1 0 1 0 0 1 0 0.000254938
2 1357 101 0 0 0 0 0 0 0 0 0 1 0.000236575
3 11231 1236 1 1 1 1 1 0 1 1 1 1 0.000136217
4 14190 780 1 1 1 0 1 1 1 1 1 1 0.000181259
5 11668 883 1 1 0 1 1 0 1 0 0 1 0.00016848
6 9749 732 1 1 0 1 1 0 1 0 1 1 0.000197493
7 10641 804 1 1 1 1 0 0 1 1 1 1 9.8394e-05
8 12243 626 0 1 0 1 1 0 0 1 1 1 0.00022043
9 5321 184 1 0 0 0 0 0 1 1 0 0 0.000181582
10 9767 882 1 0 1 1 1 0 0 0 1 1 0.000206388
11 5011 416 1 1 0 0 0 0 0 1 0 1 0.000260173
12 7154 166 1 0 0 1 1 0 0 0 0 1 0.000139944
13 8706 552 0 0 1 1 1 0 1 0 1 0 0.000341185
14 11262 879 1 0 1 1 0 0 1 1 0 1 0.000331787
15 6284 161 0 0 0 0 0 0 1 1 1 0 0.000208577
16 3226 62 1 0 1 0 0 0 0 0 0 1 0.000225635
17 11760 715 1 1 1 1 1 1 1 0 1 1 0.000197429
18 7397 519 0 0 1 1 1 0 0 1 0 0 0.000286104
19 7761 412 0 1 1 0 0 1 0 1 0 1 0.000322675
20 10479 1158 1 1 1 1 1 1 0 1 1 1 0.000172446
21 2483 65 0 0 0 0 0 0 0 0 1 0 0.000199062
22 9386 245 1 0 1 0 1 0 1 0 1 1 0.000227749
23 10754 240 0 1 1 0 0 1 1 0 1 1 0.000241009
24 11300 699 0 1 0 1 0 1 1 1 1 1 0.000447469
25 10016 952 0 1 1 0 1 1 1 0 1 1 0.000178421
26 10721 1006 0 1 1 0 1 1 1 0 0 1 0.000232782
27 5123 101 0 1 0 1 0 0 0 0 1 0 0.000157025
28 2245 43 0 0 0 0 0 0 0 0 0 1 0.000116678
29 14648 955 1 1 1 0 1 0 1 1 1 1 0.000209914
30 13409 905 1 1 1 1 1 0 1 1 0 1 0.000159994
31 11287 916 1 1 0 1 1 1 1 1 1 1 0.000220953
32 5418 117 1 0 1 0 0 0 1 1 0 0 0.000259078
33 13027 1199 1 1 1 1 1 1 1 1 1 0 0.000248901
34 8835 982 0 1 0 1 1 1 0 0 1 1 0.000277593
35 8493 684 0 1 0 1 1 1 0 0 1 1 0.000381643
36 3186 87 0 0 0 0 0 0 0 1 0 1 0.000119047
37 10424 675 1 1 1 0 1 0 1 0 0 0 0.000179172
38 6494 259 0 1 0 1 0 0 0 1 1 1 0.000253167
39 7330 1026 1 0 1 1 1 1 1 1 0 1 0.000137269
40 5518 493 0 0 1 1 1 0 0 0 0 0 0.000243022
41 5151 183 1 1 1 0 0 0 0 0 1 0 0.000243951
42 6460 582 1 0 0 1 1 1 0 0 0 0 0.000215064
43 9728 484 0 1 1 1 1 1 1 0 0 1 0.00022738
44 10479 759 1 0 1 0 1 1 0 1 0 1 0.000245882
45 9939 418 1 1 1 1 1 0 0 1 0 0 0.000211069
46 13003 799 1 1 1 0 0 1 1 1 0 1 0.000204841
47 11774 847 0 1 1 1 1 1 1 0 1 1 0.000142139
48 7515 210 1 1 1 0 0 0 0 0 1 0 0.000210106
49 4577 157 0 1 0 0 0 0 0 0 0 1 0.0002658
50 16793 760 0 1 1 1 0 1 1 1 1 1 0.000269547
51 4380 154 0 1 0 0 1 0 0 1 0 0 0.00020714
52 12044 947 1 1 1 0 1 1 1 1 1 1 0.000133399
53 8185 301 0 0 0 1 1 1 1 0 0 0 0.000171404
54 3487 62 0 1 0 0 0 0 1 0 0 0 0.000151105
55 10222 391 1 1 0 1 1 1 0 0 0 0 0.000278861
56 11464 896 1 1 1 1 0 1 1 0 1 0 0.00019594
57 8685 406 0 1 1 1 0 0 1 0 1 1 0.00019267
58 14732 1117 1 1 1 1 1 0 1 1 1 1 0.000146976
59 10774 675 1 1 1 1 1 0 0 1 1 0 0.000215637
60 10648 1182 1 1 1 0 1 1 1 1 1 1 0.000111298
61 0 0 0 0 0 0 0 0 0 0 0 0 0.000129179
