1 17561 1209 0 1 0 1 1 1 0 1 1 0 1 1 0 1 1 1 1 0 1 1 0.003537062
2 20949 662 1 0 1 1 0 0 1 0 0 0 1 1 1 1 0 1 0 1 0 1 0.003420743
3 26514 1991 1 1 1 0 1 1 1 0 0 0 1 1 1 1 1 1 1 1 1 1 0.000552016
4 20845 1115 1 1 0 0 1 1 1 0 0 0 1 1 1 1 0 1 1 0 0 1 0.006429
5 19271 615 1 0 1 1 0 1 0 0 1 1 0 0 1 0 1 0 0 0 1 1 0.002528712
6 26525 1440 1 1 0 1 1 1 1 1 1 1 1 1 0 1 0 0 1 1 1 0 0.000908264
7 27210 2606 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0.00012721
8 19650 1389 0 0 1 1 1 1 0 1 1 1 0 0 1 0 1 1 1 1 1 1 0.003111286
9 10363 249 0 0 1 0 0 1 0 0 0 1 0 0 1 1 0 1 1 0 0 0 0.001213776
10 23370 2444 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 0.00017566
11 19251 1372 1 0 1 1 1 1 1 0 0 0 1 1 0 1 1 0 1 1 0 1 0.001122532
12 19549 2331 1 1 1 1 1 1 0 1 1 1 0 1 1 1 1 1 0 1 1 1 0.000213326
13 10419 454 1 0 0 0 0 0 0 0 1 0 1 0 0 0 0 1 0 1 0 1 0.003153009
14 16018 1156 1 1 1 0 0 0 1 0 1 0 0 1 0 1 0 0 0 1 1 1 0.006130787
15 30708 2562 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 0.000125679
16 8752 186 1 0 0 1 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 1 0.000650722
17 20560 1435 1 1 1 0 0 1 1 0 0 1 1 1 0 0 1 1 1 0 1 1 0.003182479
18 24589 2519 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 6.4677e-05
19 24440 2160 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 0.00024377
20 24417 1608 1 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0.000304059
21 12128 350 1 1 0 1 0 0 0 1 1 0 1 0 1 0 0 0 0 0 1 0 0.002999484
22 19371 1934 1 0 1 1 1 1 1 1 1 0 1 0 0 0 1 0 1 1 1 1 0.001091059
23 28320 1696 1 1 1 0 1 0 1 1 1 1 1 1 1 1 1 1 1 0 1 1 0.000490415
24 22767 1465 1 1 1 1 0 0 1 1 1 0 1 1 1 1 0 0 0 1 0 1 0.00301407
25 22575 2162 1 1 0 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 0.000305144
26 29168 2171 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 0.000168163
27 28964 1833 1 1 1 0 1 1 1 1 1 1 0 0 1 1 1 1 1 1 1 1 0.000512387
28 11722 255 1 1 0 0 1 1 0 0 0 1 1 0 0 1 0 0 0 0 0 0 0.001399116
29 22563 1207 0 0 0 1 0 0 1 1 0 1 1 1 1 1 0 1 1 1 0 1 0.003729753
30 4627 184 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00041953
31 24095 2134 0 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 0 1 0.000251684
32 22409 1466 1 1 1 1 0 1 1 1 1 0 1 0 1 0 1 0 0 0 1 1 0.002368136
33 24312 1350 1 1 1 1 1 0 0 1 0 1 0 1 1 0 1 1 1 1 1 1 0.002202555
34 25567 1615 1 1 1 1 0 1 1 1 1 1 0 1 1 1 1 1 1 0 1 1 0.001007595
35 21271 917 0 0 1 1 1 1 1 1 1 0 1 1 0 0 0 1 0 1 1 1 0.003485345
36 18595 1221 0 0 0 1 1 0 0 1 0 1 1 1 0 1 0 1 0 1 1 0 0.005511252
37 25917 1925 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 0.000222864
