1 13383 856 0 1 0 1 1 1 0 0 1 0 1 1 1 1 1 0.007566479
2 16649 919 1 1 1 0 1 1 1 1 1 0 0 1 0 1 1 0.006420049
3 16292 1267 0 0 0 1 1 1 0 1 1 1 1 1 1 0 1 0.007442482
4 7638 280 0 1 0 1 1 0 0 0 0 0 1 0 1 0 0 0.006854092
5 18175 1642 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 0.00670889
6 4823 213 1 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0.006888989
7 19142 1325 1 1 1 1 0 0 1 1 1 1 1 1 1 0 1 0.007580447
8 20554 1643 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 0.007692103
9 19936 1711 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 0.007571547
10 18198 1828 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0.007614152
11 7079 450 1 1 0 0 0 1 0 0 0 0 0 1 0 0 1 0.007244746
12 11960 827 1 1 0 0 1 1 0 1 0 0 1 1 1 0 0 0.007704121
13 17760 1280 1 1 1 1 1 1 0 0 1 0 1 1 1 1 1 0.007552023
14 14958 1065 1 1 1 0 0 1 1 0 1 1 1 1 1 1 1 0.007365619
15 633 9 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0.007022671
16 13365 1183 1 1 1 0 1 1 1 0 0 0 1 0 1 0 1 0.006973937
17 6084 269 0 0 0 0 0 0 1 0 1 0 0 0 0 1 0 0.007154633
18 13735 1266 1 0 0 1 1 1 1 0 1 1 0 1 0 0 1 0.008937359
19 18478 1442 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0.007322479
20 18705 1491 1 0 1 1 1 1 1 0 0 1 1 1 1 1 0 0.007066486
21 18689 1469 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 0.007064138
22 12365 458 0 1 1 0 0 1 1 1 0 0 1 1 0 0 1 0.006897185
23 16774 871 0 1 1 1 0 0 1 1 1 1 1 0 1 1 0 0.007355003
24 14864 922 1 1 1 1 0 1 1 1 1 0 0 1 0 0 1 0.007883054
25 13565 867 0 1 1 0 1 0 1 1 1 0 1 0 1 0 1 0.006405293
26 14756 552 1 0 1 0 0 1 0 0 1 1 1 1 1 1 1 0.030201445
27 10468 431 1 1 0 0 0 1 0 1 1 0 1 0 0 0 1 0.009050445
28 15738 1495 1 0 1 1 1 1 1 1 1 0 1 1 1 0 0 0.01124819
29 19972 1085 1 0 1 1 1 1 0 1 1 1 1 1 1 1 0 0.01137655
30 16148 1603 1 1 1 0 1 1 1 1 0 1 1 1 0 1 1 0.007009407
31 16020 1340 1 1 1 0 1 1 0 1 1 1 1 1 1 0 0 0.006751373
32 10617 405 0 0 0 1 0 0 0 0 1 0 1 0 1 1 1 0.006891936
33 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0066765
34 17001 688 1 0 0 0 1 1 1 0 1 1 1 1 0 0 0 0.00592967
35 14872 659 0 0 1 0 0 1 1 1 1 0 0 1 1 1 1 0.006620888
36 10645 274 0 1 1 0 1 0 0 0 0 0 0 1 1 0 0 0.005685027
37 15789 782 0 1 0 1 0 0 1 1 0 1 1 0 1 1 1 0.005625607
38 8049 113 1 0 1 0 0 1 0 0 0 1 0 0 0 0 0 0.006533562
39 10259 490 1 1 1 0 0 0 0 1 1 1 0 0 0 1 0 0.006414958
40 18306 1229 1 1 1 0 0 0 0 1 1 1 1 1 1 1 1 0.006166388
41 17431 1411 1 1 1 1 1 1 1 1 1 1 1 0 1 0 1 0.006627209
42 9945 400 1 1 0 0 0 1 1 0 0 0 0 0 1 0 1 0.006445087
43 17653 1584 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 0.005390745
44 9670 650 0 0 0 0 0 0 0 1 1 0 0 1 1 1 0 0.007587982
45 9343 653 0 0 0 0 1 0 1 0 1 1 0 1 1 0 0 0.007299363
